"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04020","hsa04020","Calcium signaling pathway",235,-0.190177805304239,-1.06636193567727,0.289156626506024,0.708224201152436,0.613162030272118,3706,"tags=32%, list=27%, signal=24%","FLT1/VEGFA/FGFR3/CACNA1D/CAMK4/PLCD4/CALML5/P2RX7/PPP3R1/HTR2B/FGF20/GNAQ/ADRB1/PTGER3/ASPH/CASQ2/NTSR1/ADRA1A/NFATC1/EGFR/PHKA1/GRIN2D/SLC8A2/FGFR4/STIM1/FGF17/CAMK1D/TACR3/HGF/CHRM5/P2RX2/ERBB4/TFEB/CCKAR/PTAFR/AVPR1A/CACNA1C/NFATC2/TGFA/ADCY1/CACNA1H/CALML3/MST1R/PRKACA/EDNRB/CHRM1/CAMK2A/HTR2A/RYR3/FGF3/MYLK/PTK2B/BDKRB1/VDAC2/ATP2B1/FGF2/PLCB3/PDE1C/GRM1/MCOLN1/ADRA1B/PPIF/DRD5/GRIN2C/CALML4/PHKG1/PPP3CA/GNA14/CCKBR/FGF18/PRKACG/GRIN1/PLN/F2R/NFATC3/CAMK1G"
"hsa00601","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series",27,-0.302819281600991,-1.12071785661524,0.292307692307692,0.710791366906475,0.615384615384616,2320,"tags=33%, list=17%, signal=28%","B4GALT3/A4GALT/ABO/B3GNT5/FUT9/FUT6/FUT1/B4GALNT2/B4GALT1"
"hsa00785","hsa00785","Lipoic acid metabolism",18,0.374452954203367,1.12435648079533,0.32590051457976,0.720425314650177,0.623725435916379,5094,"tags=67%, list=37%, signal=42%","LIPT1/PDHB/ACSM1/BCKDHA/DBT/PDHA1/AMT/BCKDHB/DLST/GLDC/GCSH/DLAT"
"hsa00531","hsa00531","Glycosaminoglycan degradation",18,0.370294860158253,1.1118711206589,0.346483704974271,0.720425314650177,0.623725435916379,1998,"tags=33%, list=15%, signal=29%","HEXB/GUSB/GLB1/GNS/SGSH/IDUA"
"hsa00565","hsa00565","Ether lipid metabolism",37,-0.274335437963977,-1.09844312764032,0.302564102564103,0.720425314650177,0.623725435916379,2337,"tags=22%, list=17%, signal=18%","PLA2G4A/PLA2G4E/PLA2G3/PLA2G12A/TMEM86B/PLA2G2D/GDPD1/CHPT1"
"hsa04744","hsa04744","Phototransduction",27,-0.296248407869681,-1.09639940672887,0.328205128205128,0.720425314650177,0.623725435916379,1819,"tags=22%, list=13%, signal=19%","CALML3/CNGA1/CALML4/GNAT1/CNGB1/GUCA1A"
"hsa03450","hsa03450","Non-homologous end-joining",11,-0.38368639351849,-1.09638727513236,0.314634146341463,0.720425314650177,0.623725435916379,3173,"tags=55%, list=23%, signal=42%","PRKDC/XRCC4/POLL/LIG4/POLM/DCLRE1C"
"hsa00860","hsa00860","Porphyrin metabolism",38,-0.268616546420048,-1.09417784805066,0.302267002518892,0.720425314650177,0.623725435916379,2981,"tags=45%, list=22%, signal=35%","UGT1A7/UGT1A9/UGT2B17/UGT1A1/HMBS/UGT1A8/UGT1A6/CP/FECH/MMAB/UGT1A4/ALAS2/HCCS/FXN/UGT2B28/UGT1A3/BLVRB"
"hsa00534","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",24,0.331859974933231,1.0923827790597,0.331715210355987,0.720425314650177,0.623725435916379,4137,"tags=42%, list=30%, signal=29%","EXTL2/B4GALT7/GLCE/B3GALT6/XYLT2/HS6ST2/B3GAT3/EXT2/HS3ST3B1/HS3ST1"
"hsa00051","hsa00051","Fructose and mannose metabolism",29,0.31906429654819,1.09111281903798,0.334431630971993,0.720425314650177,0.623725435916379,4100,"tags=41%, list=30%, signal=29%","PMM1/GMDS/GMPPB/GMPPA/TPI1/MPI/PFKFB3/PFKL/PMM2/PFKFB2/PFKFB1/HKDC1"
"hsa00480","hsa00480","Glutathione metabolism",51,0.274450514758872,1.09042479831483,0.3296875,0.720425314650177,0.623725435916379,2535,"tags=25%, list=18%, signal=21%","GSTT1/GSTK1/RRM1/MGST3/GSTA5/GSTM3/PRDX6/GSS/SMS/IDH1/LANCL1/GGT1/OPLAH"
"hsa00062","hsa00062","Fatty acid elongation",21,0.343443583523941,1.08881085098518,0.338735818476499,0.720425314650177,0.623725435916379,2130,"tags=29%, list=15%, signal=24%","MECR/THEM4/ACOT4/ECHS1/ACOT1/HADHA"
"hsa04623","hsa04623","Cytosolic DNA-sensing pathway",71,0.259605420574851,1.0851957191791,0.33134328358209,0.720425314650177,0.623725435916379,2745,"tags=30%, list=20%, signal=24%","POLR3B/POLR1C/CCL5/POLR2L/TREX1/CXCL10/PYCARD/NLRP3/IKBKE/POLR3D/DDX41/POLR2F/POLR3H/TBK1/POLR3A/NFKB1/CASP1/IFNA17/ZCCHC3/POLR3GL/ZDHHC11"
"hsa00052","hsa00052","Galactose metabolism",29,0.317175659698072,1.08465419643443,0.342668863261944,0.720425314650177,0.623725435916379,2536,"tags=28%, list=18%, signal=23%","GLB1/GALE/GLA/GCK/GALT/GALM/UGP2/PGM1"
"hsa04971","hsa04971","Gastric acid secretion",71,-0.234787047562592,-1.07890269710195,0.310240963855422,0.720425314650177,0.623725435916379,2235,"tags=23%, list=16%, signal=19%","ADCY6/ATP4B/ADCY1/CALML3/SST/PRKACA/CAMK2A/MYLK/PLCB3/GNAI3/CALML4/ATP1A4/CCKBR/SSTR2/PRKACG/SLC9A4"
"hsa05031","hsa05031","Amphetamine addiction",67,-0.236159653049125,-1.07440083179077,0.321637426900585,0.720425314650177,0.623725435916379,3863,"tags=40%, list=28%, signal=29%","DDC/MAOA/GRIA3/CREB1/CACNA1D/CAMK4/CALML5/PPP1CA/PPP3R1/HDAC2/ATF4/GRIN2D/FOS/FOSB/CREB5/CACNA1C/CALML3/PRKACA/CAMK2A/TH/GRIN2C/CALML4/PPP3CA/PPP1R1B/PRKACG/GRIN1/CREB3"
"hsa04722","hsa04722","Neurotrophin signaling pathway",108,0.238631210290988,1.07119790538978,0.330014224751067,0.720425314650177,0.623725435916379,2780,"tags=25%, list=20%, signal=20%","MAPK9/CAMK2D/MAPK7/IRAK4/MAP2K1/RPS6KA2/RIPK2/ZNF274/CALM1/IRAK2/BCL2/MAP2K5/SOS1/NRAS/MAPK13/MAGED1/TRAF6/ARHGDIB/PSEN2/SH2B1/NFKB1/IRAK3/CRKL/NGFR/ABL1/KIDINS220/SHC1"
"hsa04664","hsa04664","Fc epsilon RI signaling pathway",64,-0.239491200454796,-1.06675719446285,0.311377245508982,0.720425314650177,0.623725435916379,2337,"tags=25%, list=17%, signal=21%","PLA2G4A/PLA2G4E/INPP5D/GAB2/MAP2K4/MAPK3/LCP2/AKT3/MAP2K7/MAPK10/PIK3CA/MS4A2/MAP2K3/RAC3/KRAS/IL4"
"hsa05161","hsa05161","Hepatitis B",152,0.225977145531225,1.06615485562426,0.313937753721245,0.720425314650177,0.623725435916379,3038,"tags=27%, list=22%, signal=21%","MAPK9/CYCS/VDAC3/CDK2/IRAK4/MAP2K1/CREB3L2/TRAF3/YWHAZ/BCL2/DDX3X/TGFB3/MAP3K7/IKBKE/SOS1/ATF2/SMAD4/NRAS/CCNE1/MAPK13/STAT4/TRAF6/TICAM1/RB1/SMAD3/STAT1/ELK1/TBK1/STAT2/ATP6AP1/NFKB1/IFNA17/CCNE2/YWHAB/TLR2/CASP10/CASP9/TICAM2/YWHAQ/MAP2K6/HRAS"
"hsa05230","hsa05230","Central carbon metabolism in cancer",66,-0.235922886313703,-1.06610941319572,0.311239193083574,0.720425314650177,0.623725435916379,2310,"tags=23%, list=17%, signal=19%","MYC/SLC16A3/LDHB/MAPK3/SIRT6/AKT3/PGAM4/G6PD/SLC1A5/PIK3CA/HK2/HIF1A/KRAS/PDK1/LDHAL6A"
"hsa05323","hsa05323","Rheumatoid arthritis",88,0.2464121518906,1.06603915414735,0.338257016248154,0.720425314650177,0.623725435916379,4381,"tags=38%, list=32%, signal=26%","ATP6V1E2/CCL5/ITGB2/ATP6V1H/IL11/TGFB3/ATP6V1E1/CTSK/HLA-DPB1/ATP6V0E1/ATP6V0A2/ATP6AP1/ATP6V1F/IL23A/ATP6V1D/HLA-DRA/ATP6V1G2/HLA-DMA/TLR2/ACP5/HLA-DMB/HLA-DPA1/IFNG/ATP6V1C1/MMP3/IL15/HLA-DOB/ATP6V1B2/CD80/HLA-DOA/CCL3/CTLA4/CCL2"
"hsa04670","hsa04670","Leukocyte transendothelial migration",102,-0.217818072691708,-1.0652881950532,0.316993464052288,0.720425314650177,0.623725435916379,3932,"tags=33%, list=29%, signal=24%","PIK3R3/NCF1/GNAI1/NCF4/ARHGAP5/GNAI2/MAPK11/PECAM1/RHOA/RHOH/BCAR1/CLDN8/CTNND1/CLDN18/CXCL12/ROCK1/RAP1A/JAM3/MYL9/CTNNA3/CLDN6/PTK2B/THY1/CLDN20/RAP1B/PIK3CA/MYL7/GNAI3/CDC42/VASP/F11R/NCF2/PXN/CLDN14"
"hsa04916","hsa04916","Melanogenesis",99,-0.21811623008015,-1.06430713118775,0.31629392971246,0.720425314650177,0.623725435916379,2235,"tags=21%, list=16%, signal=18%","ADCY6/FZD5/TYRP1/ADCY1/FZD7/MAPK3/CALML3/PRKACA/EDNRB/TYR/CAMK2A/WNT7B/FZD8/PLCB3/GNAI3/CALML4/FZD1/PRKACG/KRAS/WNT16/CREB3"
"hsa05150","hsa05150","Staphylococcus aureus infection",76,-0.227904905011141,-1.06407180916431,0.339393939393939,0.720425314650177,0.623725435916379,2677,"tags=26%, list=19%, signal=21%","KRT12/HLA-DQA2/FCAR/KRT19/KRT13/PTAFR/SELP/HLA-DRB3/KRT14/FCGR2C/HLA-DRB1/FCGR2A/FCGR3A/KRT23/IL10/C5AR1/KRT33A/KRT9/FCGR3B/KRT20"
"hsa05171","hsa05171","Coronavirus disease - COVID-19",212,0.212674059768378,1.05076211527392,0.347424042272127,0.720425314650177,0.623725435916379,3857,"tags=34%, list=28%, signal=25%","MAPK9/RPL26L1/RPS9/IRAK4/C4A/RPL32/TRAF3/RPL8/RPSA/C1R/CXCL10/RPL22/RPL29/NLRP3/RPS5/MAP3K7/IKBKE/CFB/RPL12/RPL36A/MAPK13/TRAF6/RPL18/RPL38/RPS3/RPS26/FAU/RPS7/STAT1/RPL3L/RPL18A/TBK1/STAT2/RPL19/SYK/NFKB1/RPL10A/C3AR1/CASP1/IFNA17/RPL6/RPLP0/RPS14/C1QA/RPS15/RPS10/MASP1/RPL4/RPL28/TLR2/TLR7/RPS11/RPS4X/RPL35A/RPL13A/ISG15/RPL10/IFNA13/RPL17/RPS27/OAS2/C8G/MMP3/RPS2/MX1/TLR8/RPL27/RPL10L/RELA/RPS15A/C2/RPL30"
"hsa05131","hsa05131","Shigellosis",194,0.215044559571314,1.04939377080244,0.345744680851064,0.720425314650177,0.623725435916379,2986,"tags=25%, list=22%, signal=20%","BTRC/PIK3R4/ACTG1/MAPK9/CYCS/PLCD3/CCL5/RRAGB/ARPC1A/RIPK2/MYL5/ARPC5L/TRAF2/BCL2/PFN1/WASL/ITPR1/ATM/PYCARD/PRKCE/ARPC2/NLRP3/MAP3K7/ITPR3/NAIP/MAPK13/TRAF6/TIFA/FBXW11/TLR5/CD44/FNBP1/TBK1/NFKB1/ARPC3/VDAC1/CASP1/UBE2D4/RPS6KB1/PRKCQ/ELMO2/MDM2/CD14/CRKL/HCLS1/TAB3/RNF31/DIAPH1/UBE2N"
"hsa04150","hsa04150","mTOR signaling pathway",128,0.227732982441493,1.04844802183634,0.351648351648352,0.724738675958188,0.627459831567662,3054,"tags=26%, list=22%, signal=20%","ATP6V1E2/TBC1D7/RRAGB/ATP6V1H/MAP2K1/RPS6KA2/MAPKAP1/CAB39L/FZD3/WDR59/SKP2/ATP6V1E1/SEH1L/SOS1/NRAS/WNT1/EIF4B/EIF4EBP1/WNT5A/LPIN1/SLC3A2/DEPDC5/WDR24/ATP6V1F/RPS6KB1/ATP6V1D/ATP6V1G2/FZD2/DVL1/FZD9/WNT8A/HRAS/DVL3"
"hsa03430","hsa03430","Mismatch repair",22,0.338235448364601,1.08104272519939,0.356550580431177,0.726125088589653,0.62866015144168,1507,"tags=23%, list=11%, signal=20%","MLH1/RPA3/RPA4/RFC5/RFC3"
"hsa04530","hsa04530","Tight junction",142,-0.201518181716082,-1.0358391198601,0.356617647058824,0.726125088589653,0.62866015144168,3158,"tags=30%, list=23%, signal=24%","PRKCI/MARVELD2/CLDN8/STK11/HSPA4/CLDN18/PCNA/CGNL1/ROCK1/RAP1A/GATA4/NEDD4/JAM3/RAB8B/CTTN/MPDZ/DLG3/PPP2R1B/PRKAA1/PARD6A/PRKACA/MYL9/PPP2CB/CLDN6/CRB3/MAP2K7/MAPK10/CLDN20/RAP2C/ARPC5/NF2/EPB41L4B/ACTR3/CDC42/TUBA3D/DLG2/VASP/PRKACG/F11R/PRKAG3/MPP4/PPP2R2B/CLDN14"
"hsa04940","hsa04940","Type I diabetes mellitus",41,-0.259758507086854,-1.07202583822948,0.361979166666667,0.732628493013972,0.63429062926778,2670,"tags=29%, list=19%, signal=24%","HLA-DQA2/HLA-C/HLA-E/HLA-DRB3/GAD2/INS/HLA-DRB1/FAS/PTPRN2/HLA-F/PTPRN/HLA-G"
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption",34,-0.269441021726545,-1.05416904354589,0.366492146596859,0.732984293193717,0.634598671777806,5373,"tags=56%, list=39%, signal=34%","MAPK1/PIK3CD/SFN/NR3C2/HSD11B2/ATP1A2/PRKCA/PRKCG/PIK3R3/ATP1B2/NEDD4L/ATP1B3/SCNN1B/INSR/MAPK3/INS/PIK3CA/ATP1A4/KRAS"
"hsa05144","hsa05144","Malaria",45,-0.250507016650075,-1.04803417436319,0.364583333333333,0.732984293193717,0.634598671777806,2342,"tags=24%, list=17%, signal=20%","HGF/SELE/KLRK1/SELP/IL18/HBB/THBS3/TGFB2/IL10/GYPC/CSF3"
"hsa00020","hsa00020","Citrate cycle (TCA cycle)",30,0.307921149216385,1.06428371294198,0.372549019607843,0.736383442265795,0.637541566334136,4201,"tags=47%, list=31%, signal=32%","MDH2/MDH1/PDHB/IDH3A/IDH3B/SUCLG1/IDH1/SUCLA2/ACLY/PDHA1/SDHC/CS/DLST/SDHB"
"hsa04928","hsa04928","Parathyroid hormone synthesis, secretion and action",102,-0.212668977580371,-1.04010538919357,0.372549019607843,0.736383442265795,0.637541566334136,3969,"tags=35%, list=29%, signal=25%","KL/NACA/VDR/GNAI1/GNAI2/CREB1/BRAF/ARAF/GNAQ/RHOA/MMP15/EGFR/ATF4/LRP6/RAF1/ADCY6/FOS/CREB5/TNFSF11/ADCY1/MMP14/MAPK3/PRKACA/ARRB1/MEF2D/PDE4B/SP1/NR4A2/PLCB3/MMP24/GNAI3/ARRB2/PRKACG/GNA13/RXRG/CREB3"
"hsa00590","hsa00590","Arachidonic acid metabolism",51,-0.242275488863946,-1.04697275874008,0.38121546961326,0.749132725170243,0.648579562744714,3839,"tags=35%, list=28%, signal=26%","ALOXE3/PLA2G2E/CYP2C8/PLA2G4F/AKR1C3/TBXAS1/CYP4F8/PLA2G4D/CYP2C9/PTGS1/PLA2G4A/PLA2G4E/PLA2G3/PTGES3/PLA2G12A/CYP4F2/PLA2G2D/PTGS2"
"hsa04962","hsa04962","Vasopressin-regulated water reabsorption",43,0.282050985766295,1.06278735763854,0.383739837398374,0.74973448000376,0.649100546375102,1778,"tags=23%, list=13%, signal=20%","DYNC2LI1/DYNC1I2/NSF/DCTN2/CREB3L2/ADCY9/DYNC1LI2/PRKACB/ARHGDIB/AQP3"
"hsa05414","hsa05414","Dilated cardiomyopathy",99,-0.212218327403025,-1.0355280720778,0.389776357827476,0.757151775549925,0.655522247283959,3293,"tags=32%, list=24%, signal=25%","LMNA/ADRB1/ITGB3/SGCD/ITGA2B/CACNG2/CACNG3/TPM1/ITGA6/SLC8A2/SGCA/CACNG7/ITGA5/ADCY6/DES/CACNA1C/CACNG6/ADCY1/SNTA1/TPM4/SSPN/PRKACA/DMD/CACNA2D1/CACNB2/TGFB2/SGCG/PRKACG/ITGA3/CACNG1/PLN/SGCB"
"hsa00900","hsa00900","Terpenoid backbone biosynthesis",21,0.329462119569584,1.04448575540481,0.395461912479741,0.758453038674033,0.656648846936721,2547,"tags=33%, list=19%, signal=27%","FNTA/PMVK/DHDDS/ACAT1/FNTB/RCE1/MVD"
"hsa00120","hsa00120","Primary bile acid biosynthesis",17,0.350810088192741,1.04186797373371,0.406091370558376,0.758453038674033,0.656648846936721,2277,"tags=35%, list=17%, signal=29%","SCP2/CYP27A1/ACOX2/AMACR/ACOT8/HSD17B4"
"hsa00770","hsa00770","Pantothenate and CoA biosynthesis",21,0.327884360535601,1.03948382426138,0.39870340356564,0.758453038674033,0.656648846936721,3958,"tags=29%, list=29%, signal=20%","UPB1/PANK2/PANK1/BCAT1/BCAT2/ALDH3A2"
"hsa00592","hsa00592","alpha-Linolenic acid metabolism",22,-0.29667707545091,-1.03767106688873,0.406015037593985,0.758453038674033,0.656648846936721,3667,"tags=41%, list=27%, signal=30%","PLA2G2E/PLA2G4F/PLA2G4D/ACOX1/PLA2G4A/PLA2G4E/PLA2G3/PLA2G12A/PLA2G2D"
"hsa04012","hsa04012","ErbB signaling pathway",79,-0.220446138853133,-1.03195474443407,0.406153846153846,0.758453038674033,0.656648846936721,2310,"tags=30%, list=17%, signal=25%","NRG4/BTC/EREG/EGFR/RAF1/MYC/ERBB4/TGFA/STAT5B/MAP2K4/MAPK3/RPS6KB2/CAMK2A/AREG/PAK3/AKT3/MAP2K7/MAPK10/GAB1/PIK3CA/CBL/PAK2/CDKN1B/KRAS"
"hsa05320","hsa05320","Autoimmune thyroid disease",50,-0.236918400514206,-1.02148304855375,0.39945652173913,0.758453038674033,0.656648846936721,2670,"tags=26%, list=19%, signal=21%","HLA-DQA2/TG/HLA-C/HLA-E/HLA-DRB3/HLA-DRB1/FAS/HLA-F/HLA-G/IL10/IFNA10/TSHB/IL4"
"hsa05100","hsa05100","Bacterial invasion of epithelial cells",66,-0.223270583153591,-1.00893505547077,0.403458213256484,0.758453038674033,0.656648846936721,2297,"tags=24%, list=17%, signal=20%","ITGA5/CTTN/CAV2/CLTC/WASF1/CTNNA3/GAB1/FN1/PIK3CA/CBL/ARPC5/WASF2/ACTR3/CDC42/CLTB/PXN"
"hsa00730","hsa00730","Thiamine metabolism",11,0.398778767721753,1.04856451482934,0.413851351351351,0.768581081081081,0.665417441733231,309,"tags=18%, list=2%, signal=18%","TPK1/AK2"
"hsa04662","hsa04662","B cell receptor signaling pathway",79,-0.218790646551209,-1.02420503675385,0.418461538461538,0.772896174863388,0.669153337315546,2961,"tags=27%, list=22%, signal=21%","NFATC1/LILRA2/RAF1/BLNK/LILRA1/FOS/INPP5D/NFATC2/MALT1/MAPK3/AKT3/LILRB1/IKBKB/LILRB5/PIK3CA/PIK3AP1/PPP3CA/DAPP1/RAC3/KRAS/NFATC3"
"hsa05210","hsa05210","Colorectal cancer",83,0.239845629390085,1.02836638764275,0.422388059701493,0.773361687236706,0.669556365779521,1723,"tags=18%, list=13%, signal=16%","MLH1/MAPK9/CYCS/MAP2K1/RALA/AXIN1/BCL2/CCND1/TGFB3/AXIN2/SOS1/SMAD4/NRAS/SMAD3/BCL2L11"
"hsa04964","hsa04964","Proximal tubule bicarbonate reclamation",23,-0.289104047253752,-1.02461697405123,0.437017994858612,0.773361687236706,0.669556365779521,3781,"tags=43%, list=28%, signal=32%","ATP1B2/GLS/SLC38A3/ATP1B3/CA2/AQP1/PCK1/SLC9A3/GLUD2/ATP1A4"
"hsa05340","hsa05340","Primary immunodeficiency",35,0.285470942852411,1.02271793140801,0.435980551053485,0.773361687236706,0.669556365779521,3410,"tags=37%, list=25%, signal=28%","CD40/CD8B/RFX5/TAP1/CD8A/UNG/ADA/CD3D/TNFRSF13C/ZAP70/CIITA/CD40LG/CD19"
"hsa04922","hsa04922","Glucagon signaling pathway",97,0.23183708289001,1.0204293251433,0.425655976676385,0.773361687236706,0.669556365779521,1759,"tags=20%, list=13%, signal=17%","CAMK2D/PPP3CB/CREB3L2/LDHA/CALM1/PRKAB1/PDHB/ITPR1/GCK/PRKAB2/ATF2/ITPR3/ACACB/PRKACB/PPARA/CPT1A/PPP3CC/PHKB/ACACA"
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids",22,0.318977662862693,1.01949243819976,0.436152570480929,0.773361687236706,0.669556365779521,2277,"tags=27%, list=17%, signal=23%","SCP2/SCD/ACOT4/ACOT1/ACAA1/HSD17B4"
"hsa03440","hsa03440","Homologous recombination",30,0.293268496594161,1.0136389956924,0.431372549019608,0.773361687236706,0.669556365779521,1439,"tags=23%, list=10%, signal=21%","RAD50/BARD1/RPA3/RPA4/BLM/ATM/XRCC3"
"hsa05205","hsa05205","Proteoglycans in cancer",193,-0.187630048050237,-1.00792063822227,0.432098765432099,0.773361687236706,0.669556365779521,3680,"tags=30%, list=27%, signal=22%","HSPB2/VEGFA/ARHGEF12/BRAF/MAPK11/PPP1R12B/ARAF/PPP1CA/NANOG/RHOA/ITGB3/IGF1R/EGFR/CD63/PPP1R12C/FZD10/COL1A2/ROCK1/RAF1/SMO/HGF/MYC/ITGA5/PDCD4/CTTN/FLNA/FZD5/ERBB4/CAV2/FZD7/MAPK3/HPSE2/RPS6KB2/PRKACA/CAMK2A/AKT3/FAS/WNT7B/PPP1R12A/GAB1/FZD8/FN1/FGF2/TFAP4/PIK3CA/CBL/IQGAP1/TGFB2/CDC42/HIF1A/FZD1/PRKACG/TIMP3/ANK3/KRAS/HSPG2/PXN/WNT16"
"hsa05133","hsa05133","Pertussis",73,0.240228428137856,1.0043956692339,0.43562874251497,0.773361687236706,0.669556365779521,2641,"tags=23%, list=19%, signal=19%","MAPK9/ITGB2/IRAK4/C4A/CALM1/C1R/PYCARD/NLRP3/MAPK13/TRAF6/TICAM1/NFKB1/IRF8/IL23A/CASP1/C1QA/CD14"
"hsa05321","hsa05321","Inflammatory bowel disease",63,0.245709327168071,1.0149434500158,0.445440956651719,0.781875444478309,0.676927354609063,3892,"tags=35%, list=28%, signal=25%","IFNGR1/TGFB3/IL13/IL17F/HLA-DPB1/STAT4/SMAD3/TLR5/STAT1/NFKB1/IL23A/IFNGR2/HLA-DRA/HLA-DMA/TLR2/HLA-DMB/HLA-DPA1/IFNG/IL21R/RELA/GATA3/HLA-DOB"
"hsa04115","hsa04115","p53 signaling pathway",65,0.245428869316853,1.01370875804982,0.446455505279035,0.781875444478309,0.676927354609063,3624,"tags=32%, list=26%, signal=24%","CYCS/CDK2/CDK4/CDK6/BCL2/CCND1/ATM/CCNE1/CCND3/STEAP3/TNFRSF10A/RCHY1/CCNE2/MDM2/CASP9/SESN1/CCNB2/SERPINE1/TP73/EI24/CCND2"
"hsa04621","hsa04621","NOD-like receptor signaling pathway",156,0.212477002527493,1.00649719573717,0.455525606469003,0.78401183312603,0.678776984145239,2296,"tags=20%, list=17%, signal=17%","MAPK9/PANX1/VDAC3/CCL5/IRAK4/RIPK2/TRAF2/TRAF3/BCL2/DNM1L/ITPR1/PYCARD/NLRP3/MAP3K7/IKBKE/ITPR3/NAIP/MAPK13/DHX33/TRAF6/CYBA/TICAM1/TRPV2/SUGT1/STAT1/TBK1/STAT2/NFKB1/VDAC1/CASP1/IFNA17"
"hsa04215","hsa04215","Apoptosis - multiple species",29,-0.262072088398947,-0.995085118387807,0.453164556962025,0.78401183312603,0.678776984145239,2864,"tags=38%, list=21%, signal=30%","BIRC2/BCL2L1/BECN1/BIRC3/BIRC6/CASP8/MAPK10/BOK/BBC3/PMAIP1/BID"
"hsa04510","hsa04510","Focal adhesion",187,-0.185993487818577,-0.992145173269624,0.451612903225806,0.78401183312603,0.678776984145239,3968,"tags=32%, list=29%, signal=23%","COL4A1/PIK3R3/ITGB6/PDGFA/ITGA7/COL1A1/PTEN/VTN/ARHGAP5/FLT1/VEGFA/COL4A3/BRAF/LAMB1/PPP1R12B/PPP1CA/RHOA/ITGB3/BCAR1/TLN1/IGF1R/CHAD/ITGA2B/EGFR/PPP1R12C/BIRC2/ITGA6/COL1A2/PGF/ROCK1/RAF1/RAP1A/HGF/ITGA5/BIRC3/FLNA/CAV2/PARVB/MAPK3/MYL9/COL4A5/TNXB/RELN/PAK3/AKT3/PPP1R12A/MYLK/COL6A3/MAPK10/FN1/RAP1B/PIK3CA/MYL7/THBS3/PAK2/CDC42/VASP/ITGA3/RAC3/PXN"
"hsa04350","hsa04350","TGF-beta signaling pathway",104,-0.201138416366698,-0.989275857384307,0.456953642384106,0.78401183312603,0.678776984145239,3246,"tags=28%, list=24%, signal=21%","RHOA/ID2/IGSF1/NOG/HDAC2/PITX2/ROCK1/BMP6/ACVR1C/TGFBR2/E2F4/MYC/SMURF1/PPP2R1B/MAPK3/SKI/RPS6KB2/GREM1/PPP2CB/RBX1/THSD4/LRRC32/SP1/SMAD9/BMP8B/TGFB2/ACVR2A/RGMA/ZFYVE16"
"hsa00515","hsa00515","Mannose type O-glycan biosynthesis",15,0.34860193636324,0.99856099599636,0.461799660441426,0.788324672874758,0.682510928244107,1687,"tags=33%, list=12%, signal=29%","CHST10/FUT4/POMT1/B3GALNT2/FKRP"
"hsa05219","hsa05219","Bladder cancer",38,0.273777451081815,0.994835798683606,0.472727272727273,0.795384778236477,0.688623383213144,1671,"tags=18%, list=12%, signal=16%","CDK4/MAP2K1/RASSF1/DAPK3/CCND1/NRAS/RB1"
"hsa05235","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",83,0.23181453422031,0.993932121112404,0.46865671641791,0.795384778236477,0.688623383213144,3925,"tags=39%, list=29%, signal=28%","CSNK2A2/BATF/PPP3CB/MAP2K1/IFNGR1/NRAS/MAPK13/TRAF6/PPP3CC/TICAM1/STAT1/TLR9/NFKB1/IFNGR2/RPS6KB1/CD3D/PRKCQ/TLR2/ZAP70/TICAM2/CD3G/ALK/MAP2K6/HRAS/IFNG/PDCD1/PTPN6/RELA/MAP3K3/CD247/NFKBIE/EML4"
"hsa00030","hsa00030","Pentose phosphate pathway",28,0.290268798905058,0.98673640892379,0.472995090016367,0.795384778236477,0.688623383213144,3361,"tags=36%, list=24%, signal=27%","RPE/PRPS1/TKT/DERA/GLYCTK/RBKS/PGM1/GPI/PGLS/PFKL"
"hsa00410","hsa00410","beta-Alanine metabolism",30,0.282993064167831,0.978123489847446,0.477124183006536,0.798356306218857,0.691196054589979,2130,"tags=23%, list=15%, signal=20%","UPB1/MLYCD/ECHS1/CNDP2/EHHADH/HIBCH/HADHA"
"hsa05220","hsa05220","Chronic myeloid leukemia",72,0.236354866315807,0.989564889797071,0.485074626865672,0.807661201382251,0.699251989985257,2780,"tags=25%, list=20%, signal=20%","HDAC1/CDK4/MAP2K1/CDK6/CCND1/TGFB3/SOS1/SMAD4/NRAS/RB1/SMAD3/RUNX1/NFKB1/BCR/MDM2/CRKL/ABL1/SHC1"
"hsa04934","hsa04934","Cushing syndrome",149,-0.19082845482618,-0.990390126808152,0.5,0.824390243902439,0.713735558408216,2235,"tags=21%, list=16%, signal=18%","ADCY6/FZD5/CREB5/CACNA1C/ADCY1/FZD7/MAPK3/CACNA1H/FH/PRKACA/CAMK2A/PDE11A/MRAP/APC2/SP1/WNT7B/FZD8/CYP11A1/PLCB3/RAP1B/USP8/GNAI3/CRHR1/CDKN1B/PBX1/FZD1/PRKACG/MC2R/STAR/NR4A1/WNT16/CREB3"
